Having run the script on the test database, let's see how it does with PRV's observations....

mysql> SELECT name, band, JD, unique_id, timeseries FROM temp_observations WHERE obscode="PRV" ORDER BY name, band, JD;
+-----------------------+------+---------------+------------+------------+
| name                  | band | JD            | unique_id  | timeseries |
| DD CYG                | 2    | 2456835.87473 | 1264812986 |       NULL |
| DD CYG                | 2    | 2456890.73672 | 1265055374 |       NULL |
| DD CYG                | 2    | 2456894.69549 | 1265095551 |       NULL |
| DD CYG                | 2    | 2456901.68602 | 1265129277 |       NULL |
| DD CYG                | 2    | 2456944.58839 | 1265487034 |       NULL |
| DD CYG                | 2    | 2456954.58774 | 1265571214 |       NULL |
| DN CYG                | 2    | 2456833.79693 | 1264776089 |       NULL |
| DU CYG                | 2    | 2456793.80434 | 1264623700 |       NULL |
| DU CYG                | 2    | 2456806.91780 | 1264665928 |       NULL |
| DU CYG                | 2    | 2456813.90125 | 1264697780 |       NULL |
| DU CYG                | 2    | 2456862.92340 | 1264951214 |       NULL |
| DU CYG                | 2    | 2456887.78655 | 1265042276 |       NULL |
| DU CYG                | 2    | 2456894.80066 | 1265095568 |       NULL |
| DU CYG                | 2    | 2456932.78161 | 1265439502 |       NULL |
| DU CYG                | 2    | 2456953.81575 | 1265507174 |       NULL |
| DV CYG                | 2    | 2456806.89316 | 1264665930 |       NULL |
| DV CYG                | 2    | 2456813.89480 | 1264697774 |       NULL |
| DV CYG                | 2    | 2456823.86981 | 1264729385 |       NULL |
| DV CYG                | 2    | 2456830.87984 | 1264765711 |       NULL |
| DV CYG                | 2    | 2456835.87322 | 1264812983 |       NULL |
| DV CYG                | 2    | 2456890.73462 | 1265055378 |       NULL |
| DV CYG                | 2    | 2456894.69339 | 1265095547 |       NULL |
| DV CYG                | 2    | 2456901.68387 | 1265129276 |       NULL |
| DV CYG                | 2    | 2456944.58626 | 1265487035 |       NULL |
| DV CYG                | 2    | 2456954.58559 | 1265571218 |       NULL |
| DW SGR                | 2    | 2456820.06954 | 1264718060 |       NULL |
| EE CEP                | 2    | 2456862.92567 | 1264951212 |       NULL |
| EE CEP                | 2    | 2456887.78887 | 1265042288 |       NULL |
| EE CEP                | 2    | 2456892.76634 | 1265068705 |       NULL |
| EE CEP                | 2    | 2456893.63388 | 1265095628 |       NULL |
| EE CEP                | 2    | 2456893.76600 | 1265095624 |       NULL |
| EE CEP                | 2    | 2456893.90525 | 1265095620 |       NULL |
| EE CEP                | 2    | 2456894.80253 | 1265095616 |       NULL |
| EE CEP                | 2    | 2456897.80644 | 1265109054 |       NULL |
| EE CEP                | 2    | 2456898.79391 | 1265129258 |       NULL |
| EE CEP                | 2    | 2456899.79303 | 1265129254 |       NULL |
| EE CEP                | 2    | 2456932.78306 | 1265439501 |       NULL |
| EE CEP                | 2    | 2456953.82037 | 1265571232 |       NULL |
| EE CEP                | 3    | 2456862.92699 | 1264951211 |       NULL |
| EE CEP                | 3    | 2456887.79016 | 1265042287 |       NULL |
| EE CEP                | 3    | 2456892.76823 | 1265068704 |       NULL |
| EE CEP                | 3    | 2456893.63529 | 1265095627 |       NULL |
| EE CEP                | 3    | 2456893.76741 | 1265095623 |       NULL |
| EE CEP                | 3    | 2456893.90669 | 1265095619 |       NULL |
| EE CEP                | 3    | 2456894.80406 | 1265095615 |       NULL |
| EE CEP                | 3    | 2456898.79522 | 1265129257 |       NULL |
| EE CEP                | 3    | 2456899.79440 | 1265129253 |       NULL |
| EE CEP                | 3    | 2456953.82166 | 1265571231 |       NULL |
| EE CEP                | 4    | 2456862.92804 | 1264951209 |       NULL |
| EE CEP                | 4    | 2456887.79130 | 1265042285 |       NULL |
| EE CEP                | 4    | 2456892.76958 | 1265068702 |       NULL |
| EE CEP                | 4    | 2456893.63654 | 1265095625 |       NULL |
| EE CEP                | 4    | 2456893.76870 | 1265095621 |       NULL |
| EE CEP                | 4    | 2456893.90801 | 1265095617 |       NULL |
| EE CEP                | 4    | 2456894.80550 | 1265095613 |       NULL |
| EE CEP                | 4    | 2456897.80921 | 1265109051 |       NULL |
| EE CEP                | 4    | 2456898.79649 | 1265129255 |       NULL |
| EE CEP                | 4    | 2456899.79559 | 1265129251 |       NULL |
| EE CEP                | 4    | 2456953.82279 | 1265571229 |       NULL |
| EE CEP                | 5    | 2456862.92919 | 1264951210 |       NULL |
| EE CEP                | 5    | 2456887.79218 | 1265042286 |       NULL |
| EE CEP                | 5    | 2456892.77074 | 1265068703 |       NULL |
| EE CEP                | 5    | 2456893.63750 | 1265095626 |       NULL |
| EE CEP                | 5    | 2456893.76973 | 1265095622 |       NULL |
| EE CEP                | 5    | 2456893.90905 | 1265095618 |       NULL |
| EE CEP                | 5    | 2456894.80654 | 1265095614 |       NULL |
| EE CEP                | 5    | 2456897.81019 | 1265109048 |       NULL |
| EE CEP                | 5    | 2456898.79735 | 1265129256 |       NULL |
| EE CEP                | 5    | 2456899.79650 | 1265129252 |       NULL |
| EE CEP                | 5    | 2456953.82366 | 1265571230 |       NULL |
| EM CYG                | 2    | 2456833.79994 | 1264776093 |       NULL |
| EM CYG                | 2    | 2457112.97737 | 1267482734 |       NULL |
| EM CYG                | 2    | 2457113.96442 | 1267488383 |       NULL |
| EM CYG                | 2    | 2457114.96270 | 1267492786 |       NULL |
| EM CYG                | 2    | 2457118.97059 | 1267514512 |       NULL |
| EM CYG                | 2    | 2457122.96332 | 1267543378 |       NULL |
| EM CYG                | 2    | 2457123.96368 | 1267595141 |       NULL |
| EM CYG                | 2    | 2457127.95778 | 1267595114 |       NULL |
| EM CYG                | 2    | 2457129.95531 | 1267595112 |       NULL |
| EM CYG                | 2    | 2457130.95807 | 1267603025 |       NULL |
| EM CYG                | 2    | 2457132.95715 | 1267610617 |       NULL |
| EM CYG                | 2    | 2457133.95662 | 1267613509 |       NULL |
| EM CYG                | 2    | 2457134.94999 | 1267629308 |       NULL |
| EM CYG                | 2    | 2457135.95286 | 1267629297 |       NULL |
| EM CYG                | 2    | 2457137.94897 | 1267634500 |       NULL |
| EM CYG                | 2    | 2457141.94713 | 1267656603 |       NULL |
| EM CYG                | 2    | 2457142.94186 | 1267656591 |       NULL |
| EM CYG                | 2    | 2457143.94424 | 1267660505 |       NULL |
| EM CYG                | 2    | 2457144.94644 | 1267673577 |       NULL |
| EM CYG                | 2    | 2457150.93008 | 1267700585 |       NULL |
| EM CYG                | 2    | 2457151.92794 | 1267710957 |       NULL |
| EM CYG                | 2    | 2457153.92462 | 1267750127 |       NULL |
| EM CYG                | 2    | 2457160.92174 | 1267750109 |       NULL |
| EM CYG                | 2    | 2457162.88656 | 1267764641 |       NULL |
| EM CYG                | 2    | 2457165.92287 | 1267771580 |       NULL |
| EM CYG                | 2    | 2457167.91968 | 1268000294 |       NULL |
| EM CYG                | 2    | 2457169.91405 | 1268000285 |       NULL |
| EM CYG                | 2    | 2457170.91568 | 1268000276 |       NULL |
| EM CYG                | 2    | 2457171.91524 | 1268000266 |       NULL |
| EM CYG                | 2    | 2457176.91081 | 1268101627 |       NULL |
| EM CYG                | 2    | 2457177.91288 | 1268101615 |       NULL |
| EM CYG                | 2    | 2457184.90376 | 1268104312 |       NULL |
| EM CYG                | 2    | 2457185.90350 | 1268104304 |       NULL |
| EM CYG                | 2    | 2457186.90321 | 1268104294 |       NULL |
| EM CYG                | 2    | 2457187.90369 | 1268104282 |       NULL |
| EM CYG                | 2    | 2457190.90344 | 1268104273 |       NULL |
| EM CYG                | 2    | 2457194.93203 | 1268104225 |       NULL |
| EM CYG                | 2    | 2457195.90435 | 1268104215 |       NULL |
| EM CYG                | 2    | 2457202.90472 | 1268104197 |       NULL |
| EM CYG                | 2    | 2457204.89295 | 1268104150 |       NULL |
| EM CYG                | 2    | 2457205.89279 | 1268104159 |       NULL |
| EM CYG                | 2    | 2457216.87870 | 1268104168 |       NULL |
| EM CYG                | 2    | 2457218.87646 | 1268104174 |       NULL |
| EM CYG                | 2    | 2457221.87250 | 1268104180 |       NULL |
| ER LYR                | 2    | 2456793.80809 | 1264630632 |       NULL |
| ER LYR                | 2    | 2456804.91755 | 1264657848 |       NULL |
| ER LYR                | 2    | 2456806.89568 | 1264665916 |       NULL |
| ER LYR                | 2    | 2456813.88406 | 1264697767 |       NULL |
| ER LYR                | 2    | 2456835.91910 | 1264812993 |       NULL |
| ER LYR                | 2    | 2456848.82205 | 1264844397 |       NULL |
| ER LYR                | 2    | 2456862.89823 | 1264951226 |       NULL |
| ER LYR                | 2    | 2456887.76682 | 1265042265 |       NULL |
| ER LYR                | 2    | 2456932.76403 | 1265439508 |       NULL |
| FH CYG                | 2    | 2456806.89316 | 1264665931 |       NULL |
| FH CYG                | 2    | 2457122.96748 | 1267543375 |       NULL |
| FH CYG                | 2    | 2457123.96794 | 1267595137 |       NULL |
| FH CYG                | 2    | 2457127.96191 | 1267595107 |       NULL |
| FH CYG                | 2    | 2457129.95942 | 1267595104 |       NULL |
| FH CYG                | 2    | 2457130.96235 | 1267603021 |       NULL |
| FH CYG                | 2    | 2457132.96231 | 1267610612 |       NULL |
| FH CYG                | 2    | 2457133.96079 | 1267613506 |       NULL |
| FH CYG                | 2    | 2457134.95418 | 1267629305 |       NULL |
| FH CYG                | 2    | 2457135.95714 | 1267629293 |       NULL |
| FH CYG                | 2    | 2457137.95311 | 1267634496 |       NULL |
| FH CYG                | 2    | 2457141.95125 | 1267656599 |       NULL |
| FH CYG                | 2    | 2457142.94603 | 1267656587 |       NULL |
| FH CYG                | 2    | 2457143.94832 | 1267660501 |       NULL |
| FH CYG                | 2    | 2457144.95076 | 1267673573 |       NULL |
| FH CYG                | 2    | 2457150.93845 | 1267700581 |       NULL |
| FH CYG                | 2    | 2457151.93698 | 1267710953 |       NULL |
| FH CYG                | 2    | 2457153.93267 | 1267750123 |       NULL |
| FH CYG                | 2    | 2457160.92994 | 1267750105 |       NULL |
| FH CYG                | 2    | 2457162.89521 | 1267764638 |       NULL |
| FH CYG                | 2    | 2457167.93139 | 1268000289 |       NULL |
| FH CYG                | 2    | 2457169.92505 | 1268000280 |       NULL |
| FH CYG                | 2    | 2457170.92738 | 1268000271 |       NULL |
| FH CYG                | 2    | 2457171.92738 | 1268000261 |       NULL |
| FH CYG                | 2    | 2457176.92329 | 1268101622 |       NULL |
| FH CYG                | 2    | 2457177.92668 | 1268101610 |       NULL |
| FH CYG                | 2    | 2457185.91612 | 1268104297 |       NULL |
| FH CYG                | 2    | 2457186.92094 | 1268104288 |       NULL |
| FH CYG                | 2    | 2457187.91691 | 1268104276 |       NULL |
| FH CYG                | 2    | 2457190.91521 | 1268104267 |       NULL |
| FH CYG                | 2    | 2457194.94707 | 1268104219 |       NULL |
| FH CYG                | 2    | 2457204.90493 | 1268104156 |       NULL |
| FH CYG                | 2    | 2457205.90712 | 1268104164 |       NULL |
| FH CYG                | 2    | 2457221.88453 | 1268104185 |       NULL |
| FV APS                | 2    | 2456799.08574 | 1264644045 |       NULL |
| GM SGR                | 2    | 2457242.95183 | 1268294994 |       NULL |
| GM SGR                | 2    | 2457243.95537 | 1268307484 |       NULL |
| GW LIB                | 2    | 2457121.28623 | 1267534341 |       NULL |
| GW LIB                | 2    | 2457124.28611 | 1267595132 |       NULL |
| GW LIB                | 2    | 2457125.29150 | 1267595129 |       NULL |
| GW LIB                | 2    | 2457126.28964 | 1267595118 |       NULL |
| GW LIB                | 2    | 2457128.29083 | 1267595117 |       NULL |
| GW LIB                | 2    | 2457137.28839 | 1267634502 |       NULL |
| GW LIB                | 2    | 2457140.29662 | 1267656610 |       NULL |
| HI LYR                | 2    | 2456804.80128 | 1264657850 |       NULL |
| HI LYR                | 2    | 2456806.88524 | 1264665912 |       NULL |
| HI LYR                | 2    | 2456813.87671 | 1264697763 |       NULL |
| HI LYR                | 2    | 2456824.85545 | 1264729393 |       NULL |
| HI LYR                | 2    | 2456835.91052 | 1264812989 |       NULL |
| HI LYR                | 2    | 2456848.81346 | 1264844393 |       NULL |
| HI LYR                | 2    | 2456862.88735 | 1264951230 |       NULL |
| HI LYR                | 2    | 2456887.75361 | 1265042261 |       NULL |
| HI LYR                | 2    | 2456894.75870 | 1265095554 |       NULL |
| HP LYR                | 2    | 2456793.80809 | 1264630631 |       NULL |
| HP NOR                | 2    | 2457086.26426 | 1267374974 |       NULL |
| HP NOR                | 2    | 2457087.26404 | 1267374970 |       NULL |
| HP NOR                | 2    | 2457088.26361 | 1267400333 |       NULL |
| HP NOR                | 2    | 2457090.26458 | 1267400323 |       NULL |
| HP NOR                | 2    | 2457091.26595 | 1267405912 |       NULL |
| HP NOR                | 2    | 2457096.26738 | 1267416236 |       NULL |
| HP NOR                | 2    | 2457098.26714 | 1267442452 |       NULL |
| HP NOR                | 2    | 2457100.27459 | 1267442448 |       NULL |
| HP NOR                | 2    | 2457101.28167 | 1267461035 |       NULL |
| HP NOR                | 2    | 2457104.27464 | 1267461029 |       NULL |
| HP NOR                | 2    | 2457105.27552 | 1267465987 |       NULL |
| HP NOR                | 2    | 2457106.27517 | 1267465985 |       NULL |
| HP NOR                | 2    | 2457107.27450 | 1267465981 |       NULL |
| HP NOR                | 2    | 2457108.27788 | 1267465975 |       NULL |
| HP NOR                | 2    | 2457118.28190 | 1267510632 |       NULL |
| HP NOR                | 2    | 2457121.28183 | 1267534343 |       NULL |
| HP NOR                | 2    | 2457124.28168 | 1267595134 |       NULL |
| HP NOR                | 2    | 2457125.28522 | 1267595131 |       NULL |
| HP NOR                | 2    | 2457126.28611 | 1267595122 |       NULL |
| HP NOR                | 2    | 2457128.28729 | 1267595121 |       NULL |
| HP NOR                | 2    | 2457137.28483 | 1267634504 |       NULL |
| HP NOR                | 2    | 2457140.29307 | 1267656612 |       NULL |
| HP NOR                | 2    | 2457149.29615 | 1267686917 |       NULL |
| HP NOR                | 2    | 2457150.29494 | 1267700589 |       NULL |
| HP NOR                | 2    | 2457151.29495 | 1267700578 |       NULL |
| HP NOR                | 2    | 2457152.29568 | 1267710950 |       NULL |
| HP NOR                | 2    | 2457156.29522 | 1267750118 |       NULL |
| HP NOR                | 2    | 2457166.29794 | 1267771577 |       NULL |
| HP NOR                | 2    | 2457167.29493 | 1267771573 |       NULL |
| HP NOR                | 2    | 2457176.29495 | 1268000257 |       NULL |
| HP NOR                | 2    | 2457177.29675 | 1268101620 |       NULL |
| HP NOR                | 2    | 2457179.29644 | 1268101607 |       NULL |
| HP NOR                | 2    | 2457180.29597 | 1268101605 |       NULL |
| HP NOR                | 2    | 2457182.88385 | 1268104317 |       NULL |
| HP NOR                | 2    | 2457183.90396 | 1268104314 |       NULL |
| HP NOR                | 2    | 2457185.90366 | 1268104302 |       NULL |
| HP NOR                | 2    | 2457187.90163 | 1268104283 |       NULL |
| HP NOR                | 2    | 2457194.90567 | 1268104227 |       NULL |
| HP NOR                | 2    | 2457199.91446 | 1268104207 |       NULL |
| HP NOR                | 2    | 2457200.90365 | 1268104205 |       NULL |
| HP NOR                | 2    | 2457201.90147 | 1268104202 |       NULL |
| HP NOR                | 2    | 2457202.89363 | 1268104199 |       NULL |
| HP NOR                | 2    | 2457204.89353 | 1268104151 |       NULL |
| HP NOR                | 2    | 2457224.02682 | 1268120090 |       NULL |
| HP NOR                | 2    | 2457230.96162 | 1268237386 |       NULL |
| HP NOR                | 2    | 2457233.97263 | 1268237381 |       NULL |
| HP NOR                | 2    | 2457235.96027 | 1268262829 |       NULL |
| HP NOR                | 2    | 2457242.94568 | 1268294998 |       NULL |
| HP NOR                | 2    | 2457243.94927 | 1268307490 |       NULL |
| HP NOR                | 2    | 2457572.86056 | 1270824930 |       NULL |
| HP NOR                | 2    | 2457578.86072 | 1270824928 |       NULL |
| HP NOR                | 2    | 2457579.86104 | 1270824926 |       NULL |
| HP NOR                | 2    | 2457587.92168 | 1270896071 |       NULL |
| HP NOR                | 2    | 2457594.92181 | 1270968582 |       NULL |
| HP NOR                | 2    | 2457596.94242 | 1271014203 |       NULL |
| HP NOR                | 2    | 2457597.92122 | 1271014200 |       NULL |
| HP NOR                | 2    | 2457598.92161 | 1271014187 |       NULL |
| HP NOR                | 2    | 2457599.92160 | 1271014182 |       NULL |
| HP NOR                | 2    | 2457604.92727 | 1271169603 |       NULL |
| HP NOR                | 2    | 2457605.92666 | 1271169600 |       NULL |
| HP NOR                | 2    | 2457607.92708 | 1271169591 |       NULL |
| HP NOR                | 2    | 2457610.92720 | 1271204517 |       NULL |
| HP NOR                | 2    | 2457611.94362 | 1271204512 |       NULL |
| HP NOR                | 2    | 2457613.92696 | 1271204510 |       NULL |
| HP NOR                | 2    | 2457617.92829 | 1271205051 |       NULL |
| HP NOR                | 2    | 2457625.93760 | 1271335850 |       NULL |
| HP NOR                | 2    | 2457627.92825 | 1271339824 |       NULL |
| HP NOR                | 2    | 2457629.93167 | 1271339820 |       NULL |
| HP NOR                | 2    | 2457634.91917 | 1271339818 |       NULL |
| HP NOR                | 2    | 2457635.91926 | 1271339812 |       NULL |
| HP NOR                | 2    | 2457636.91897 | 1271339808 |       NULL |
| HP NOR                | 2    | 2457639.91934 | 1271405866 |       NULL |
| HP NOR                | 2    | 2457647.91900 | 1271438672 |       NULL |
| HP NOR                | 2    | 2457654.89800 | 1271516204 |       NULL |
| HP NOR                | 2    | 2457657.89816 | 1271541531 |       NULL |
| HS 0139+0559          | 2    | 2456834.32863 | 1264776099 |       NULL |
| HS 0139+0559          | 2    | 2456840.32549 | 1264812979 |       NULL |
| HS 0139+0559          | 2    | 2456847.32367 | 1264836751 |       NULL |
| HS 0139+0559          | 2    | 2456849.32773 | 1264849011 |       NULL |
| HS 0139+0559          | 2    | 2456852.32509 | 1264860974 |       NULL |
| IW AND                | 2    | 2456886.93698 | 1265042291 |       NULL |
| IW AND                | 2    | 2456893.95253 | 1265095577 |       NULL |
| IW AND                | 2    | 2456894.95439 | 1265095571 |       NULL |
| IW AND                | 2    | 2456898.95071 | 1265129262 |       NULL |
| IW AND                | 2    | 2456900.95880 | 1265129269 |       NULL |
| IW AND                | 2    | 2456902.92215 | 1265137243 |       NULL |
| IW AND                | 2    | 2456904.92329 | 1265161578 |       NULL |
| IW AND                | 2    | 2456910.92547 | 1265178759 |       NULL |
| IW AND                | 2    | 2456930.83855 | 1265439518 |       NULL |
| IW AND                | 2    | 2456932.83808 | 1265439497 |       NULL |
| IW AND                | 2    | 2456940.83792 | 1265459030 |       NULL |
| IW AND                | 2    | 2456942.83892 | 1265459022 |       NULL |
| IW AND                | 2    | 2456944.83818 | 1265487031 |       NULL |
| IW AND                | 2    | 2456946.84551 | 1265487024 |       NULL |
| IW AND                | 2    | 2456954.83804 | 1265571211 |       NULL |
| IW AND                | 2    | 2456956.83830 | 1265578497 |       NULL |
| IW AND                | 2    | 2456958.83979 | 1265578493 |       NULL |
| IW AND                | 2    | 2456960.84275 | 1265578486 |       NULL |
| IW AND                | 2    | 2456969.75484 | 1265617893 |       NULL |
| IW AND                | 2    | 2456971.75648 | 1265617885 |       NULL |
| IW AND                | 2    | 2456972.76459 | 1265633707 |       NULL |
| IW AND                | 2    | 2456975.75463 | 1265659421 |       NULL |
| IW AND                | 2    | 2456979.77860 | 1265669073 |       NULL |
| IW AND                | 2    | 2456982.76086 | 1265693409 |       NULL |
| IW AND                | 2    | 2456984.75470 | 1265693398 |       NULL |
| IW AND                | 2    | 2456985.75622 | 1265693393 |       NULL |
| IW AND                | 2    | 2456986.75743 | 1265693389 |       NULL |
| IW AND                | 2    | 2456989.75667 | 1267046251 |       NULL |
| IW AND                | 2    | 2456991.75485 | 1267046248 |       NULL |
| IW AND                | 2    | 2456992.76306 | 1267046243 |       NULL |
| IW AND                | 2    | 2457003.72686 | 1267346162 |       NULL |
| IW AND                | 2    | 2457004.72087 | 1267346155 |       NULL |
| IW AND                | 2    | 2457005.77959 | 1267340536 |       NULL |
| IW AND                | 2    | 2457006.77870 | 1267340520 |       NULL |
| IW AND                | 2    | 2457007.79678 | 1267340519 |       NULL |
| IW AND                | 2    | 2457009.82579 | 1267340518 |       NULL |
| IW AND                | 2    | 2457011.82757 | 1267340502 |       NULL |
| IW AND                | 2    | 2457012.66477 | 1267340496 |       NULL |
| IW AND                | 2    | 2457015.72876 | 1267340493 |       NULL |
| IW AND                | 2    | 2457017.72159 | 1267358831 |       NULL |
| IW AND                | 2    | 2457024.67639 | 1267358814 |       NULL |
| IW AND                | 2    | 2457087.58803 | 1267374967 |       NULL |
| IW AND                | 2    | 2457088.58483 | 1267400330 |       NULL |
| IW AND                | 2    | 2457184.91625 | 1268104308 |       NULL |
| IW AND                | 2    | 2457185.91307 | 1268104299 |       NULL |
| IW AND                | 2    | 2457186.91292 | 1268104290 |       NULL |
| IW AND                | 2    | 2457187.91373 | 1268104278 |       NULL |
| IW AND                | 2    | 2457190.91229 | 1268104269 |       NULL |
| IW AND                | 2    | 2457194.94412 | 1268104221 |       NULL |
| IW AND                | 2    | 2457195.91422 | 1268104211 |       NULL |
| IW AND                | 2    | 2457202.91538 | 1268104193 |       NULL |
| IW AND                | 2    | 2457204.90196 | 1268104154 |       NULL |
| IW AND                | 2    | 2457205.90425 | 1268104162 |       NULL |
| IW AND                | 2    | 2457216.89044 | 1268104171 |       NULL |
| IW AND                | 2    | 2457218.88583 | 1268104177 |       NULL |
| IW AND                | 2    | 2457221.88159 | 1268104184 |       NULL |
| IW AND                | 2    | 2457229.95263 | 1268178113 |       NULL |
| IW AND                | 2    | 2457230.94958 | 1268237389 |       NULL |
| IW AND                | 2    | 2457239.89860 | 1268282959 |       NULL |
| IW AND                | 2    | 2457240.89878 | 1268282964 |       NULL |
| IW AND                | 2    | 2457241.90177 | 1268287905 |       NULL |
| IW AND                | 2    | 2457550.94389 | 1270665330 |       NULL |
| IW AND                | 2    | 2457561.89501 | 1270708441 |       NULL |
| IW AND                | 2    | 2457569.88765 | 1270756080 |       NULL |
| IW AND                | 2    | 2457570.88869 | 1270778918 |       NULL |
| IW AND                | 2    | 2457572.88894 | 1270778911 |       NULL |
| IW AND                | 2    | 2457573.89300 | 1270778904 |       NULL |
| IW AND                | 2    | 2457575.88802 | 1270812512 |       NULL |
| IW AND                | 2    | 2457579.88872 | 1270824920 |       NULL |
| IW AND                | 2    | 2457580.89215 | 1270829258 |       NULL |
| IW AND                | 2    | 2457582.83167 | 1270896076 |       NULL |
| IW AND                | 2    | 2457589.85683 | 1270935600 |       NULL |
| IW AND                | 2    | 2457590.84649 | 1270935594 |       NULL |
| IW AND                | 2    | 2457594.85237 | 1270968584 |       NULL |
| IW AND                | 2    | 2457598.85135 | 1271014189 |       NULL |
| IW AND                | 2    | 2457600.84682 | 1271090938 |       NULL |
| IW AND                | 2    | 2457604.85023 | 1271169605 |       NULL |
| IW AND                | 2    | 2457607.84735 | 1271169593 |       NULL |
| IW AND                | 2    | 2457616.84926 | 1271208337 |       NULL |
| IW AND                | 2    | 2457618.84782 | 1271205050 |       NULL |
| IW AND                | 2    | 2457635.84367 | 1271339813 |       NULL |
| IW AND                | 2    | 2457637.84520 | 1271339799 |       NULL |
| IW AND                | 2    | 2457641.84229 | 1271405861 |       NULL |
| IW AND                | 2    | 2457648.84435 | 1271438667 |       NULL |
| IW AND                | 2    | 2457649.84188 | 1271438665 |       NULL |
| IW AND                | 2    | 2457650.84253 | 1271438663 |       NULL |
| IW AND                | 2    | 2457653.84403 | 1271516207 |       NULL |
| IW AND                | 2    | 2457655.83965 | 1271516199 |       NULL |
| IW AND                | 2    | 2457659.83950 | 1271541526 |       NULL |
| IW AND                | 2    | 2457666.86032 | 1271541521 |       NULL |
| KN CEP                | 2    | 2456862.92567 | 1264958568 |       NULL |
| KN CEP                | 2    | 2456887.78887 | 1265042278 |       NULL |
| KN CEP                | 2    | 2456892.76634 | 1265068695 |       NULL |
| KN CEP                | 2    | 2456893.63388 | 1265095584 |       NULL |
| KN CEP                | 2    | 2456893.90525 | 1265095598 |       NULL |
| KN CEP                | 2    | 2456894.80253 | 1265095606 |       NULL |
| KN CEP                | 2    | 2456897.80644 | 1265109053 |       NULL |
| KN CEP                | 2    | 2456898.79391 | 1265129236 |       NULL |
| KN CEP                | 2    | 2456899.79303 | 1265129244 |       NULL |
| KN CEP                | 2    | 2456932.78306 | 1265439500 |       NULL |
| KN CEP                | 2    | 2456953.82037 | 1265571228 |       NULL |
| KN CEP                | 3    | 2456862.92699 | 1264958566 |       NULL |
| KN CEP                | 3    | 2456887.79016 | 1265042280 |       NULL |
| KN CEP                | 3    | 2456892.76823 | 1265068697 |       NULL |
| KN CEP                | 3    | 2456893.63529 | 1265095586 |       NULL |
| KN CEP                | 3    | 2456893.76741 | 1265095592 |       NULL |
| KN CEP                | 3    | 2456893.90669 | 1265095600 |       NULL |
| KN CEP                | 3    | 2456894.80406 | 1265095608 |       NULL |
| KN CEP                | 3    | 2456898.79522 | 1265129238 |       NULL |
| KN CEP                | 3    | 2456899.79440 | 1265129246 |       NULL |
| KN CEP                | 3    | 2456953.82166 | 1265571226 |       NULL |
| KN CEP                | 4    | 2456862.92804 | 1264958564 |       NULL |
| KN CEP                | 4    | 2456887.79130 | 1265042282 |       NULL |
| KN CEP                | 4    | 2456892.76958 | 1265068699 |       NULL |
| KN CEP                | 4    | 2456893.63654 | 1265095588 |       NULL |
| KN CEP                | 4    | 2456893.76870 | 1265095594 |       NULL |
| KN CEP                | 4    | 2456893.90801 | 1265095602 |       NULL |
| KN CEP                | 4    | 2456894.80550 | 1265095610 |       NULL |
| KN CEP                | 4    | 2456897.80921 | 1265109049 |       NULL |
| KN CEP                | 4    | 2456898.79649 | 1265129240 |       NULL |
| KN CEP                | 4    | 2456899.79559 | 1265129248 |       NULL |
| KN CEP                | 4    | 2456953.82279 | 1265571224 |       NULL |
| KN CEP                | 5    | 2456862.92919 | 1264958562 |       NULL |
| KN CEP                | 5    | 2456887.79218 | 1265042284 |       NULL |
| KN CEP                | 5    | 2456892.77074 | 1265068701 |       NULL |
| KN CEP                | 5    | 2456893.63750 | 1265095590 |       NULL |
| KN CEP                | 5    | 2456893.76973 | 1265095596 |       NULL |
| KN CEP                | 5    | 2456893.90905 | 1265095604 |       NULL |
| KN CEP                | 5    | 2456894.80654 | 1265095612 |       NULL |
| KN CEP                | 5    | 2456897.81019 | 1265109046 |       NULL |
| KN CEP                | 5    | 2456898.79735 | 1265129242 |       NULL |
| KN CEP                | 5    | 2456899.79650 | 1265129250 |       NULL |
| KN CEP                | 5    | 2456953.82366 | 1265571222 |       NULL |
| LO AQL                | 2    | 2456804.92075 | 1264657846 |       NULL |
| LO AQL                | 2    | 2456806.89933 | 1264665918 |       NULL |
| LO AQL                | 2    | 2456813.88559 | 1264697768 |       NULL |
| LO AQL                | 2    | 2456835.92076 | 1264812994 |       NULL |
| LO AQL                | 2    | 2456848.82373 | 1264844398 |       NULL |
| LO AQL                | 2    | 2456862.90058 | 1264951225 |       NULL |
| LO AQL                | 2    | 2456887.76868 | 1265042266 |       NULL |
| LO AQL                | 2    | 2456894.77201 | 1265095558 |       NULL |
| LO AQL                | 2    | 2456932.76588 | 1265439507 |       NULL |
| MT CYG                | 2    | 2456833.79693 | 1264776086 |       NULL |
| MU AQL                | 2    | 2456802.85206 | 1264656005 |       NULL |
| MU AQL                | 2    | 2456806.90413 | 1264665920 |       NULL |
| MU AQL                | 2    | 2456813.88700 | 1264697769 |       NULL |
| MU AQL                | 2    | 2456835.92284 | 1264812995 |       NULL |
| MU AQL                | 2    | 2456848.82578 | 1264844399 |       NULL |
| MU AQL                | 2    | 2456862.90316 | 1264951224 |       NULL |
| MU AQL                | 2    | 2456887.77082 | 1265042267 |       NULL |
| MU AQL                | 2    | 2456894.77472 | 1265095559 |       NULL |
| MU AQL                | 2    | 2456932.77189 | 1265439506 |       NULL |
| MW AQL                | 2    | 2456806.90413 | 1264665921 |       NULL |
